,level_0,index,input,label
438,38,6623,"Picture appears out of focus most of the time= I still like the movie but even on upconverting dvd player, there is an aggravating blurriness going on. Maybe I should have ordered the blu-ray instead.",movies
439,39,5798,A great oldie but a goodie; enough to give the grandkids a fright without all the graphic gore and violence.,movies
440,40,7780,"Good Blu-ray transfer, but I was not impressed with the story.",movies
441,41,2996,"This film was excellent while the women in the town, all pull together, have fun together and support each other successful.
Its a WINNER of a movie, but sad while watching Shelby, suffer through her high diabetes attacks and her surgery.",movies
442,42,6463,Good fun,movies
443,43,2230,"Good movie, if you don't put much attention to the improbabilities, you'll enjoy this movie.",movies
444,44,7150,"Loved how actor Paul Brooke went from his priestly duties (The Messenger - 1999) of hearing the 2 or 3 times a day confession of young Joan of Arc, to auctioning off the Phantom of the Opera's (2004 film) glass chandelier in Paris, France in 1919.  Paul Brooke is the KING of opening scenes.  He was the star of the opening scenes in both films.  Very distinctive voice.
I liked how Joan of Arc went from hearing the voices of Saints: Margaret, Catherine, and Michael
to Christine's hearing the voice of the Angel of Music (The Phantom).

I like how THE MESSENGER unspokenly links the Burgundian wolves to the Benjamite wolves of Book of Judges chapters 19-21.
Both the Burgundians and Benjamites were known for rape murder (or) gang rape murder.  In the attack on Domremy(Doe Ray Me), a pack of black wolves leads the charge, as young Joan investigates her burning village. Joan's sister is then rape murdered (or murdered, then raped).

This film has (in my opinion) the best burning at the stake scene of all the Joan of Arc films.
And it quite clever how the film depicts Joan as receiving confession (night by a priest or bishop), but by her own conscience, played by actor
Dustin Hoffman.

This film does not give much attention to Isabelle Romee or Jacques d'Arc (Joan's parents).  If you want to see extensive footage on that you must watch the 1999 TV miniseries Joan of Arc.  Powers Boothe plays a very DARK (d'Arc) Jacques d'Arc - a d'Arc Vader sort of role.  But be sure to get that in DVD and not VHS because the VHS leaves out extremely important scenes such as Jacques d'Arc (Joan's dark father) attempting to snuff out the life of the newborn baby Joan.  You also would miss on VHS the ending scene where Jean d'Metz takes Joan's banner back to Doe-Ray-Me after her death - where you see her parents reaction to the news.

This film is properly rated R because of the rape/humping/murder scene of Joan's sister Catherine, for strong language: ""F"" word used extensively, and for other graphic battle scene violence.

There is more comic relief in this film about Joan than others I have seen (Joan of Arc - TV miniseries 1999; Joan of Arc - Child of War, Soldier of God - 2005; classic Joan of Arc (????) starring Ingrid Bergman).

If you watch the VHS version of The Messenger, you miss out on a couple things.  You miss out on the nuns inspecting Joan for proof of virginity.
You also miss out on Charles VII considering each of his 3 military captains for one to sit on the throne as himself to fool Joan.
You miss a view other scenes as well.",movies
445,45,5312,I'll watch anything with De Niro in it!,movies
446,46,4825,"I watch this all the time it plays on T.V I rent it sometimes. I think this one is a little bit better than the first one, they in Jamacia, yes its better. Jennifer Love Hewitt is just getting hotter and hotter, god I'll smack that ass. But this one is a worth watched horror film.",movies
447,47,8946,"I really love this Movie of Annie (The Classic Edition DVD)
is playable in the Widescreen & Full Screen Format on 1 disc
The disc is single sided. I think the TV version of Annie
starring Kathy Bates as Miss Hannigan was poor.

The Full Screen and Widescreen are
listed in the ""product Details""

Not by this ""Annie (Widescreen Edition)""
When you go to the classic edition DVD.",movies
448,48,772,"My family watches this every christmas, we had a vcr copy but the sound finally gave. THANK YOU AMAZON!! You saved christmas!",movies
449,49,1960,"SO many people have done great reviews.  My heart goes out to the soilders who were freezing, had no food or shoes. If one stops and thinks about the sacrifices
of 1700's americans, it makes you appreciate more than ever all your blessings.
I admire the revolutionary generation (more than anyother generation)for their bravery and laying ground for americans 200yrs later.",movies
450,50,9808,Still fun after all these years.,movies
451,51,6846,"A chic flick which does not pretend to be anything else. But, despite the presence of Streisand it is Ok for what it tries to do with the Conroy story.",movies
452,52,3131,"Recently I've been catching up on some cult movies that I haven't seen. This was one of them.

Like some others, this reminded me of why I hadn't seen it before. Cult movie, or not, it's only so-so.

This was too self-absorbed for me. I can't quite put a finger on it. It's just like fingernails slowly scraped against a chalkboard. I kept wanting to yell ""stop!"" at them.

I expected much better cinematography. Given the locations, it should have been easy to do.

The ending was somewhat predictable, but it was done third-rate. Given the gravity of the situation, seems like more effort would have been put into making it realistic.",movies
453,53,7067,"I thought this movie was ok.  I have never played the games, butI greatly enjoyed the first Resident Evil and I think this one was just as good.  I enjoyed the ethical issues pertaining to Umbrella's cover up stories, etc, and I think it had a lot to offer besides a ""bunch of good guys killing zombies"".  I also enjoyed Milla Jovovich in this film.  Is she Oscar-worthy?  Well, no, but if you're looking for an Oscar contender, this isn't Titanic, ok?  I forget that she basically has had zero movies and, from being a supermodel to an actress, I think she's doing a pretty good job.  Plus, how awesome is it that she's a girl and kicks so much butt?

  I definitely think this movie was worth renting.  In my opinion, it's not a waste of time.  I also, on a side note, thought 28 Days Later sucked in a big way, and the Resident Evil movies were much better.  How is 28 Days Later going to completely rip off Resident Evil and then call itself original?  At any rate, I don't think you'll be disappointed with this film.",movies
454,54,4261,"Spielberg's alien masterpiece about aliens invading Earth was an instant classic in the seventies, and is still a great film, better than Star Wars. Why? Because we can identify more with a middle-aged electrician than we can with a moisture farmer on a desert planet. Richard Dreyfuss is the aforementioned electrician, who has an extraterrestrial experience and suddenly is obsessed with these aliens. This epic is an excellent early work of Stephen and truly delights the senses as well as the mind, and is still extremely watchable today. Now, for the faults. It starts slow and never really builds to a frantic pace, but it only increases the suspense. Although the aliens are a little disappointing (just the basic pointy-eyed, almond faced stereotypes), these faults are easily compensated in this amazing experience. One of the best sci-fi movies of all time.
-m-",movies
455,55,4993,Great movie,movies
456,56,5990,"Don't care much for zombie-like horror films but Resident Evil has always been an exception. In my opinion, this is the best of the entire Resident Evil series",movies
457,57,1072,"Quite a strange movie actually, at once appearing simple but also complex, and the nihilist ending will not please many.

Strictly a ""two-hander"", (Lee Marvin and Toshiro Mifune), the latter speaking only Japanese throughout...no subtitles. You have to rely on Marvin's dialogue, and Mifune's expression. Now this is not as hard as it may sound.

It's also burdened with what has to be the weirdest selection of music as the soundtrack, varying from full church organ, loud discordant atonal concrete music and what surely has to be the sounds of air being allowed to escape from the stretched neck of a rubber balloon at one stage!

A basic story on the surface, just the two men from opposing armies, enemies marooned on an otherwise deserted Pacific island, struggling not only to survive, but hold each other at bay.
At first the motivations seem to be to kill, but gradually that changes to a power play for dominance over and degradation of the other.
The upper hand changes, but gradually realisation sets in that they will have to work together to survive, or even just get along.
The astute may note that as the two are gradually stripped of the trappings of civilisation, they in fact eventually become more ""civilized"", ....and when later some of the outward comforts of the civilised world are available to them,such as clean clothes, shaving and alcohol/cigarettes/magazines, they then fall back into barbarism.
Performances are good, ....although Marvin is perhaps a little too old for the character he's playing. The settings are genuine and their misery well-portrayed as they fight off thirst, starvation and the elements, ...even the sheer boredom.
There is a somewhat odd scene where Marvin tries to teach Mifune to retrieve a stick as a dog would....Mifune is tied most uncomfortably to some sort of a large branch at the time as well as  being hobbled.
Just who is teaching whom is open to interpretation as Mifune refuses and remains mute and impassive.....while Marvin continually demonstrates the demeaning task.
Realising that no one is coming to rescue them, eventually the two begin to tolerate each other, then go further to co-operate enough to build a raft substantial enough to get over the surrounding reef.
This being achieved, they sail off on the open ocean in search of rescue.
A plane is heard, but when Marvin tries to use an old whistle to attract attention, Mifune grabs it and throws it into the water. Just why he does this is unclear.
Eventually the raft drifts to some islands and upon coming ashore the two discover what seems to be a large abandoned military fortified gun emplacement. There are tense moments trying to discover whether it is Japanese or American, and tellingly, Marvin becomes concerned that the eagerly exploring Mifune may be shot by some American forces due to his being Japanese.
Marvin repeatedly cries out ""Don't shoot...don't shoot....he's my FRIEND!""
Mifune appears suddenly from the debris, frightening Marvin who exclaims ""Oh I thought you were a Japanese!""
The point being that although he IS Japanese, Marvin has begun to think of him as something more than just a racial type with whom his country is at war.

It becomes clear that the base is now abandoned after what must have been some heavy fighting, but the two find clothes and saki to salvage, and also clean themselves up, then begin to enjoy some camaraderie over a few drinks.

Another weird scene ensues with Marvin drunkenly asking Mifune why the Japanese don't believe in God.
Marvin himself, (the actor) appears very ill-at-ease performing this bit and it's not entirely successful.
Nor is the reason for this uncomfortable scene at all clear.
Then the pair suddenly become estranged again as Mifune sees some very graphic pictures of slain Japanese in an old Life magazine and wartime hatreds emerge once more.
Then, ...just as you think we will see if their hard-won friendship from the island and the raft journey will last or they will once again become sworn enemies......BANG! That nihilistic ending I previously mentioned happens and that's it.

Many will feel they have sat through a long movie where not a lot of action has happened, only to be denied a proper denouement.
I must admit it looked to me like they didn't quite know how to end it, and so went with the Apocalypse.
You may of course feel differently, but the movie as it stands remains largely a psychological study of two men, rather than any war-action piece.

WARNING: Do NOT watch if the title has you hoping to see some Audie Murphy/John Wayne heroics, with intense battle scenes.
You will be MAJORLY disappointed!

I enjoyed it for the power struggle and the humanity emerging over the nationalism, along with the performances, but must admit to finding the ending far too sudden and a most unsatisfactory way to dispose of two characters you have come to know over such a long movie.
Does it all count for nothing?
I wanted to see what they would do back in a world at war. Would they remain friends, or return to the roles that the war demanded they perform?
I believe some copies include an alternate ending. Mine does not but it is available on You-Tube, and is only about a minute long.
It too is enigmatic, not really telling you all that much about what happened next.

Four stars overall for me. (One off definitely for the ending.)
I have the MRA DVD, ...transfer is good (but not brilliant) and the sound quite loud.",movies
458,58,7934,great movie and great service.,movies
459,59,5713,"Martin Scorsese's 1976 masterpiece written by Paul Schrader to me is the ultimate film about loneliness and insanity. Two things that Travis Bickle (Robert De Niro) obviously is. The movies starts out with Travis going to a cab company for a job. The reason is he can't sleep at nights. At his job he meets a lot of odd people in his cab. But, he also meets his share when off work too. Like fellow cabbie Wizard (Peter Boyle) whom at one point Travis tries confiding in. He really is loney and has no one to be with. All he does is drive his cab, untill, one day he meets Betsy (Cybill Shepherd). She's working on political campaign for some politician. At first she thinks he's ""creepy"". Tom (Albert Brooks) has I would say a crush on her. At first he tries to ""defend"" her against him. After the two go out for a brief time. She becomes digusted with him after he tries to take her to go see an adult movie. At this point the insanity kicks in. He now starts to talk about how the streets of New York make him sick. Everyone is ""scum"". He can't breathe the air. In an effort to ""free"" himself, he decides to ""save"" a very young prositute Iris (Jodie Foster). The problem first of all is, she doesn't think she needs to be saved. She thinks things are going ok. Secondly, her pimp Sport (Harvey Keitel) says he loves her. ""Taxi Driver"" hits so many right spots to keep our interest. It has so many powerful moments. The acting by De Niro is truly a standout. His Oscar nomination was rightfully deserved. We see this transformation in his character, and to me, it's spellbounding. His ""our you looking at me"" speech has to be one of the most OVER quoted lines in film history, it's right up there with ""What am I a clown? Am I here to amuse you?"". Scorsese is a director of considerable outstanding talents and this film allows him to showcase it very well. He also has a small cameo as a jealous husband who is spying on his wife, who is cheating on him. The movie was up for 4 Academy Awards; ""Best Picture"", ""Best Actor"", ""Best Supporting Actress"" (Jodie Foster), and ""Best Musical Score"".",movies
460,60,4179,"This is the kind of movie that would be compared to something like Chopper Chicks in Zombietown. It has all the laughs, some frights, but too funny to take seriously. That's the issue with Idle Hands. Devon Sawa doesn't take the fact that his parents are dead very emotionally, which is weird.
The only part of this movie I really hate is the ending. It completely stunk, and made me agree that it was only a two and a half star movie. There are a lot of people who still like this movie and I hink it's great. But to give this film three stars is silly.
I could watch this movie again and still find it funny. That's about how good it is.",movies
461,61,6144,"SLC Punk is a great movie, but not exactly what I was expecting. I expected a movie about punk kids stuck in the Mormon citadel of Salt Lake City. And while that is the basis of the movie, that's not really what it's  about.
What it's about is a punk guy named Steve-O and his friends that  spend all their time partying, doing drugs, and beating up rednecks, etc.  Eventually Steve-O starts to question the punk values he thinks are  important to him. In the movie, there is a lot of talk about posers, but in  the end Steve is a poser too.
I thought there would be more involving  conflicts with the Mormon religion, but there are suprisingly few. Even so,  SLC Punk is a great movie: all the performances are great, and the  direction and visual style is great to look at. The colors are bright and  vibrant, like the youthful energy that the movie exudes. The movie is  hilarious - Steve-O's rants and speeches about anarchy and violence are  great and the various scenes and flashbacks are very good.
One thing SLC  Punk lacks is a plot. It's really just a bunch of stuff that happens. It's  quite good though. See it.",movies
462,62,8089,It's a good adaptation of the best non-fiction book ever written.,movies
463,63,3159,I would rate the opening sequence of born to be wild as one of the greatest openings in film  I make sure my system is at full blast. It makes you wanna take out the harley for a ride right away,movies
464,64,2491,"If you don't love the spice girls then don't buy the movie, pretty obvious to the people who brought it and didn't like it. I was and still am a fan of them, the music made up for some of the bad acting. Of course the movie is corny, they are Singers! But for god sakes they act better than some of the ""actors"" out there.",movies
465,65,2016,Just what I wanted and it arrived on-time!,movies
466,66,5182,arrived as promised - luv  Wes Anderson,movies
467,67,6283,Great movie,movies
468,68,9741,"Such a good movie, one of my all time favorites, it's such a classic.",movies
469,69,5717,"I've seen this film at least five times prior to seeing it again last night.  It is as fresh and as perfect as the day it was made and I enjoyed every moment again.  It seems every actor in it became either a major film or tv star in the years after it was made 25 years ago. Robert DeNiro is at his finest as Travis Bickel, a New York taxi driver, who slips further and further into a breakdown state. He can't sleep so drives his cab all night long. He runs into an amazing cast of characters on the city's streets including Jodie Foster, a teenage prostitute who has Harvey Keitel as her pimp; Cybill Shepard as the idealized woman he wants to court (his idea of a date is taking her to a porno movie!); Albert Brooks as a political worker; Peter Boyle as a fellow cabbie; director Martin Scorsese in a cameo role as an obsessed husband watching his wife carry on an affair from the back of Travis's cab.  The soundtrack I've had for years too as it is the most gorgeous saxophone accompaniment.  Perhaps the most perfect aspect that struck me this time though was the writing.  Paul Schaefer's screenplay was dead on.  He grabbed ahold of Travis Bickel's paranoid, alienated world and delivered it dead-on to us.  If only other film-makers understood the need to start with an absolutely first rate script, perhaps more films would be winners like this one too.

Visit my blog with link given on my profile page here or use this phonetically given URL (livingasseniors dot blogspot dot com). Friday's entry will always be weekend entertainment recs from my 5 star Amazon reviews in film, tv, books and music. These are very heavy on buried treasures and hidden gems. My blogspot is published on Monday, Wednesday & Friday.",movies
470,70,6001,"After I finished reading the truly horrible script for the 2011 remake of Fright Night I found myself with a new appreciation of the original movie.

  Peter Vincent is probably the most enjoyable character in this film.  Roddy McDowall stole the show as the slightly cowardly TV horror host who grows a spine and rises to be the heroic vampire killer he had always pretended to be.  The soundtrack is incredible.  The acting is brilliant.

  I have always loved Gothic Horror, particularly the old Hammer horror films such as what Peter Vincent shows on his TV show.  Not only do I not see a purpose in the Fright Night remake but I feel it fails on my many levels where the original excels.  The vampires of the original Fright night had the powers of Dracula, himself. They could turn into horrible little bats, or wolves, or mist.  They could enthrall human wills and could show up on film as a human might.  In the remake they have no such abilities and this is not so-well compensated by an excess of explosions.
  The writer of the remake claims that horror movie hosts don't exist anymore.  Not only is this not true but there are more horror movie hosts on TV AND Internet today than there ever were on TV in 1985.  Elvira's Movie Macabre, Mystery science theater 3000, Nostalgia Critic, just to name a few...  I think they made a huge mistake in changing Peter Vincent to a nearly unrecognizable stage magician in the remake.  If anything the movie host is more relatable now than ever before.

  Skip the remake, stick with the original. It makes more sense. It has more accessible characters.  Peter Vincent actually has depth rather than the show pretense of depth with the added backstory given in the remake.  Charlie is a lot nicer and a lot more sympathetic in the  original. And this one had memorable and catchy songs on the soundtrack. The vampires are more frightening while at the same time more charming and strangely sympathetic while also terrifying and deadly.  The humor isn't forced and there's no obnoxious product placement.  The remake...  has none of these qualities.  This is by far the superior film.  Skip the remake, kids.  Stick with the original!",movies
471,71,6673,"I've seen ""Midnight Express"" several times since it opened its first theatrical run.  When I saw it in the theater I was so caught up in the story that I didn't pay too much attention to its bargain-basement racism.  Today, it's so heavy handed and obvious I'm amazed I could have missed it.
This story of a young American caught smuggling Hashish out of Istanbul goes out of its way to depict Turkey as a brutal, corrupt country, full of ""furriners.""  Oliver Stone's script is embarrassing in places, particularly when Billy Hayes gives his big speech in court, calling Turkey ""a nation of pigs.""  Talk about begging the question!  I would be surprised if anyone of Turkish descent were not deeply offended by this.
As long as you don't take it too seriously, Midnight Express can be an enjoyable non-think action movie.  John Hurt and Randy Quaid contribute superb performances, and Paul Smith does a convincing job of portraying the sadistic prison warden.  (It's a safe bet that no actual Turks were used in the making of this film, which was shot in Malta.)  Giorgio Moroder's disco soundtrack has dated badly, but is still catchy.
The DVD features an anamorphic transfer (enhanced for 16x9 TVs)with an excellent picture.  The soundtrack, unfortunately, is Dolby 2.0 and does not seem to have been remastered; much of the music sounds tinny and thin.",movies
472,72,6540,"This is based upon a real life story! It's been featured on National Geographic's show called=Locked up Abroad!

  In the 70's while boarding an international flight out of Istanbul Airport. A young american named BILLY HAYES is caught attempting to smuggle 2 kilos of hashish out of the country. The drugs were strapped to his body.
Uh-Oh things didn't work out like he planned. While his girlfriend that was with him managed to get on the plane. He got nailed & the story will have you glued from there on.
 He is taken into custody to the powers to be. They laugh & belittle him while stripping him naked{nice tush shot}*For the female fans.

 He is told that he will be released if he cooperates with the authorities in identifying the person who actually sold him the hash. He didn't sell out!
  Billy tries to makes a run for it & is recaptured. He is initially sentenced to serve just over 4 years for possession. With no time for the more harsh crime of smuggling drugs.

 The prison environment is inhospitable in every sense. The prison warden is one mean sadistic animal & he dishes out the worse physical torture as well as mental abuse.
 The other inmates that had been there for a while were zombies from the torture they had been exposed to. You will be surprised @ one of the americans he makes friends with who is still known in hollywood today.
  I saw this movie when it came out on the big screen. I had a huge crush on BRAD DAVIS who sadly died from something close of the content of this movies plot. He did fabulous job & he also starred in SYBIL.It starred Sally Field with JO Anne Woodward.

  This was a gripping story of the real deal{THEN}if you get into trouble transporting drugs overseas. The turkish prison had hellish conditions that unto itself would make any one crazy.
I won't spoil the story line{u have to see it for your self}billy i order to survive had too dig deep into the pit of human strength to grab every oz of fight it took to survive the hot mess he got into. There is a breaking point that had producers in limbo & they walked off set. Billy lost it a few times but that time was a bit vivid be prepared.{BLOODY}
  The movie was based upon BILLY HAYES real life experience who was featured in the highlights in the main menu on the dvd i have & i recently saw his story on Nat/Geo's show called locked up abroad~His account was pretty much close to the same but hollywood amped it up a bit.

 Ive never forgotten this movie!#1 I adored Brad Davis his death was ironic in lue of the subject matter of this film years later. A shame because he had looks & talent. When i watch this movie now i think how sad that he lived a part in this movie that was ultimately his demise in his real life & death.

 It's a poignant look into the world of drug smuggling on an individual level no cartels or glamorized drug rings. He was young it was the 70's sad to say ""everybody was doing it"" here or there. He jus had the foolish guts to do it & it was something he paid for 10 fold.

You are not an American w/freedom if you make those types of choices in a country less than the diplomacy we have in U.S.A.
 The sadistic prison warden i think was harder on him because he was strong fought back & was american. Unlike the native captives under his rule who seemed use to his abuse.
 It was a matter of making an example out of him power trip per say Billy wasn't the only one that got the henoius physical abuse. From the distain the prison warden who i felt like had hatred any way but focused alot more on americans. The famliy notion in the film as touching as his father tried.

It made me think because these things have & do happen to our fellow americans like P.O.W's,Radicals that kidnapp people for political reasons for ransom/& drug smuggling that still happens today.

 A stunning performance by Brad Davis & his determination along with the struggle within was as good as it gets. He had to fight or fall down & live in the hell he put upon himself! It has a well deserved ending & he lived to tell his story & this movie was about his experience.
WATCH IT YOU WILL ENJOY IT...Its one i rewatch from time to time!",movies
473,73,7858,Bought for MIL who loves this movie.,movies
474,74,7400,"The story of Joan of Arc holds a mythical quality for the French so it is interesting to see how a French director handles such a tale. Indecisively I say: Besson does not seem to be able to make his mind up whether Joan is  a superheroine or some crazy mixed up little girl. Although I loved the  flashiness and imagination of the 5th Element, something is definitely  missing in this film.
It takes Dustin Hoffman's late (and all to brief)  arrival into the film to start giving it the darkness it deserves. After  all, the story seems to be about rebelleion against tyranny, betrayal and  faith.
The period is captured well and the battle scenes capture the gore  and dirt well enough (crows and dogs nibbling at the dead adds another  dimension).
The big question is of course Milla Jovovich herself. She  spends most of the movie bewildered. She tries to capture the essence of a  woman possessed but ends up making a brave although lacking attempt. This  kind of role requires a masterful performance to bring out all the nuances.  The same indecision seemed to be behind Malkovitch's acting - I was  expecting a Valmont (although Faye Dunaway did a good job as the wicked  step mother).
I did like the overblown English accents and the battle  hardened French generals but after the film I was no more wise as to  whether Joan was the messenger of God or a lunatic possessed.",movies
475,75,5527,not as bad as royal tennanbaums but not as good as rushmore. i like wes anderson as a director but he needs to do real comedy not dark comedy.,movies
476,76,6344,it's just what i need v e r y n i c e p r o d u c t,movies
477,77,1759,Loved this one and the original as well. So different - yet the same in many ways. The characters are quite interesting. It is also fun to see the characters in other parts - other movies -,movies
478,78,3029,Reuired reading for a southerner.,movies
479,79,9848,Very funny stuff - if you are a Python fan.,movies
480,80,7516,"Resident Evil is one of those films that I said, ""Ah, I'll wait until it gets to video to see it.""  I didn't expect it to be any good - not really.  How could it be?  It is based on a video game.  Now, I actually liked Mortal Kombat, which is also based on a video game (it wasn't great, but it was fun) - and I didn't know that the same director was responsible for it.  So, I was expecting the worst.  I was wrong.
As someone completely unfamiliar with the video game on which the film is based, I didn't know what to expect.  In short, Resident Evil is about a group of ""security"" personnel who work for a huge conglomerate that is doing all sorts of research - some of it suspect.  One of their more sinister viruses is released and they must go into the secret facility where it is created to try to fix things.  Little do they know that they will be facing all sorts of creepy security devices and ... zombies.
Milla Jovovich is the female lead and she manages to carry the film well.  I'm really not that informed on her background, but I will say that while she probably doesn't have a great depth of talent at her disposal, she is a capable actress and I liked her in her role.  To say that she was believable would be impossible, as I don't know that such a person could exist (how many zombie fighters do you know?).
Sadly, the men in this film are almost interchangeable.  I really didn't know who was who until names started getting fired off and I actually bothered to pay attention.  They all sort of look the same.  There are two other women in the film too, and I didn't realize it until one of them gets injured - they look the same as well.
The interesting thing in this sci-fi/horror film is that the horror aspects were not the ones I found frightening.  It was the sci-fi stuff.  The whole zombie aspect seems to be ground better covered by George Romero in Dawn of the Dead.  In fact, the zombie mythos seems to be taken directly from Romero's film:  they move slowly, they look terrible, and they eat flesh of the living.  If you get bitten, scratched, etc. by one of the undead, you, too, will become one of the undead.
The sci-fi angle worked better for me (and I don't really like sci-fi).  I found the security devices and the assorted set pieces to be very intimidating and frightening.  I definitely was feeling the suspense.
Part of the fun for me was that I DIDN'T know about the video game.  Why? I didn't know what was going on.  The beginning of the film was very confusing as I didn't understand what was happening or why it was happening.  Fortunately, the screenwriters did a very good job of having a few of the characters actually explain the subject to me - and it was done well - as a few of the other characters were designed to be as confused as I was.
The script, the sets, the make-up, and the actors made this a very enjoyably scary film.  I actually recommend it and give it four stars when compared with other films of this genre.
The DVD extra features are rather standard and I didn't avail myself of all of them.  However, as DVD extras become the norm, I think we'll see more and more added features for big budget films and more of the ""standard fare"" extras, such as these, offered:  Director and actor commentary, subtitles, music video, biographies of the actors, etc.
Have yourself a good scare and watch this film.",movies
481,81,5310,Classic!,movies
482,82,1143,"HELL IN THE PACIFIC is a curiosity.  Telling the story of two pilots, one Japanese (Toshiro Mifune) and one American (Lee Marvin), stranded on a small, deserted tropical island during World War II it's at once fascinating and somewhat flat.  Mifune and Marvin are two of my favorite actors.  Their plight on the island, coveting or guarding precious limited resources against the `enemy', more or less drives home the point that war is a futile exercise.  Of course the question arises as to whether we can conquer our distrust before we conquer, or are conquered by, our enemy.  HELL IN THE PACIFIC is thought-provoking and beautifully photographed by master cinematographer Conrad Hall.

  After a while, though, with all the attacks and counter-attacks, I got the feeling that I was in the middle of a Road Runner cartoon with no exit.  This feeling was exacerbated by such scenes as Marvin trying to teach captive Mifune (the balance of power changes a number of times) to fetch a stick like a dog.  It was an ill-conceived scene, brutishly funny if the intent was humor, but added onto the ridiculous ending HELL IN THE PACIFIC seems to have expended its creative energy well before the final credits run.  By the way, I strongly recommend watching the `Alternate Ending' in the Special Features after watching the movie.  It's the right ending for the movie, and it's a mystery why it's the `alternate' one.",movies
483,83,422,Best movie of Joseph I've ever seen! Sticks to the Bible so closely! The actors play their parts to the letter. Brought tears to my eyes many times!!,movies
484,84,5355,Not mental stimulation,movies
485,85,8577,"Yes the movie is filmed in beautiful Montana - though I do not recall any winter scenes and those must be part of what formed young boys growing up there. Equally cold should be the religious view. This is somewhat reflected in the house. It can be especially seen in the contrast between the family of the future bride (why not see the wedding?) Methodists (""Baptists that can read"") and that of the groom - Presbyterians. This might have played out somewhat like the contrast between families in ""My Big Fat Greek Wedding"". But this does not seem to be the main point. The main contrast is between brothers. Suppose the one has religion and the other has fishing. One becomes a professor: the news sends mom into a most embarrassing explosion of joy. The other wants to be a professional fly fisherman - but there is no such profession. This frustration leads to the conflict in Paul who clearly is not full of joy with anything else he does. Booze and a wonderfully though too briefly developed character of an Indian woman - (if only she could have played a bigger role in more ways than one!) are all that keep Paul from the deep end - even Presidents don't consider fishing with enough seriousness. ""What are you going to catch them with?"" ""The end of my line."" Fishing might hold all the answers - especially if you listen to the voices under the rocks - but society demands something more and Paul can not manage this. For any parent that worries about losing one - or several - how do you know they are saved? - this is a mortal dilemma. Yes, we can love them completely even without understanding, but is this a flaw in Presbyterianism? Is that a sufficiently emotional religious connection with the divine in man? Baptists lose some of their own too - and to the same things. ""Why do the ones who need help the most refuse to take the help they are offered?"" (I am sure I did not get that quote correctly but it is close...) Good question.

On a lighter note, my wife and I argued over whether or not this is a ""chick flick"" or not. I thought yes, she thought no. ""It's just about men fishing!""",movies
486,86,7185,"I was looking forward to getting the chance to watch this movie, after the success of the Resident Evil Video game. But unfortunately, this movie is nothing like the game. The characters aren't the same, and the actual story is different. Sure, it is good to have a different story, you don't want to copy everything from the game, but i think the overall idea of the movie, should be based around the game, because thats what everyone is familiar with. But no, it is completely different, and thats its biggest downfall.
 The characters of the movie aren't properly introduced. There is no background to them, so you don't care if they live or die. It seems that they were more focussed on getting to the gore instead of building up the movie.
 The zombies were my biggest problem. They didn't look scary at all. Half of them didn't even look dead. Looked more human then some of the people i see around in the streets these days.
  Overall a missed opportunity. I give the movie 1 star because Milla Jovovich has a nice body :P",movies
487,87,9354,I have seen this movie quite a number of times and loved it each time. My grandchildren love it and so do I.,movies
488,88,4302,"I love this movie!! The packaging was very nice, and my DVD's were delivered quickly.",movies
489,89,5499,"i can't believe i waited this long to finally watch this classic.this is one brilliant film. De Niro is excellent as the title character AKA Travis Bickel. Martin Scorsese directed this masterpiece.i don't wanna to oversell this film,but it's something else.i'm not gonna give any of the plot away,because i think any way who goes into this should view it without any preconceived notions. DE Niro is brilliant here,that much i'll say.i also loved the look of the film,the style,the colours.if you haven't seen it,i would highly recommend it.for me,Taxi Driver is a 5/5",movies
490,90,2181,GREAT MOVIE,movies
491,91,323,Henry Winkler stars in this remake of the classic tale of Scrooge.  This one is set in post-Depression era America and is oneof the best I've ever seen.  Winkler is equally at ease as a young man with a girlfriend or an old man with an attitude.  I watch this every Christmas and was delighted to discover it on DVD.  You'll love it!,movies
492,92,7140,"Based on a computer game, Resident Evil actually looks like a computer game:  the characters run around in a maze-like environment, shooting zombies and mutants while a standard video game soundtrack hums in the background.  There isn't much of a plot, just enough to establish why the zombies are there.  Admittedly, with two characters with amnesia and a possible traitor in the group, there is room for a plot twist, but any revelations are mere diversions from the killings.

With more than a few references to other zombie flicks, particularly Night of the Living Dead and Dawn of the Dead, Resident Evil doesn't offer anything very new.  The action is passable but nothing special; essentially, anything this movie does, some other movie has already done better.  On the other hand, there is nothing truly bad in this movie: it merely lacks anything good.",movies
493,93,3282,I bought this as a gift for my mom and step-dad.  Neither of them had seen it before.  We are all from the south and I knew that they would see so much in this movie that reminded them of our younger days in the old south.  They both loved it and laughed hysterically when they told me how much they enjoyed watching it.  Another great product at a great price.,movies
494,94,1465,1of my favorite shows,movies
495,95,3358,"had it on vsh before, had to have it on dvd! Julia Roberts is extremely great! WOULD BUY IT AGAIN",movies
496,96,1125,"This is another, funny interesting comedy from Woody Allen in the vein of his early work. Good stuff. Great comedic style in classic Allen fashion.",movies
497,97,4618,A boy goes to see the latest Jack Slater (Arnold) movie. He gets a golden ticket and ends up in the movie.  Then Arnold and the baddie get hauled into the real world and it gets messy. Fun. Cameo appearances.,movies
