,level_0,index,input,label
621,121,1848,Classic,books
622,122,6904,I have twin 10 year old boys who are enjoying reading the set.,books
623,123,4539,And absolutely wonderful book I downloaded it by mistake and I read it in just a few settings very uplifting,books
624,124,3531,"Robert Goddard is an author I expect more of.
In Hand in Glove an entire family seems to have never taken the time to get to know each other while disdaining to develop friends, interests or relationships other than those predetermined by biology. This in itself would be an interesting tale told by another sort of author--along the lines of William Trevor. However, when an entire book is based on a premise that the expiring royalties from two very slender volumes of poetry are enough to incite murder and kidnapping in this same clan--whose daily expenditures seem more in the realm of Rupert Murdoch/Richard Branson--the plot wheezes improbably along until at long last resorting to a rapid, highly improbable and sensational tabloid-style conclusion.
I liked Goddard's ""Found Wanting"" very much, written c. 2008, so perhaps ""Hand in Glove"" c. 1992 is just an early and less accomplished effort and I simply expected more by reading chronologically out of order.",books
625,125,2072,We just love this book. We can read it over and over and over and over....well you get the point! Your kids will love this book!,books
626,126,105,"As always Hillerman fills my mind with pictures of Canyon De Chelle that I visited when in my teens. The meeting again of friends, Leaphorn, Chee, and Bernie, make my dreams complete.",books
627,127,1514,"Classic, you can't go wrong with Dr. Seuss!",books
628,128,9883,This has been a favorite in our house for years.,books
629,129,2960,"Yes, I said ""historical novel,"" because, even in H.'s day, history passed by very quickly. It's this novel A Farewell to Arms, and The Old Man and the Sea that, for me, are the real crown jewels of Hemingway's output. Even if you're just interested in the historical aspect of the The Spanish Civil War, you'll get much out of this work. There isn't much more I can add that hasn't already been said.",books
630,130,931,We have a few other hard copies of this book but it was nice to get this on Kindle so we can easily take it along in the car or on vacation. My daughter loves these poems. They capture childhood so well.,books
631,131,1638,Classic children's book.  Great for a child's 1st book!,books
632,132,2991,"It is a fascinating tale of Robert (Roberto) Jordon and his paisonos, caught up in the Spanish Civil War. The story covers only three days of the war, yet it takes us on Robert Jordon's life voyage. It is conveyed by the brilliant soliloquy, a tug of war of conscience, duty, honor and death itself.  Who among us has not had such dialogue?

 It has everything, romance, camaraderie, bravery, cowardice, and above all sacrifice. Jordon, an American, who is addressed as ""Ingles"" by his comrades, is the band's leader, who is commissioned by the rebellion general to blow up a bridge.

His team includes some unforgettable characters ever penned, the ruthless yet pragmatic Pablo, his incredibly humane wife, Pilar, Augustine, brave soldier, like a brother to Robert, and lovely, innocent Maria. Roberto (Jordon) and Maria fall in love the moment they meet and once Pilar reads his palm, the denouement is never in doubt.

The scene where Pablo is in charge with a gun hustling out town's fascists who are holed up in the church,  to be ""taken care"" of  by the avenging mob outside  is reminiscent of ""krystalnacht"" enactment superbly portrayed by Gnter Grass in his classic Nazi drama"" Tin Drum"".

An all time classic",books
633,133,8558,Love this book and share it with as many people as I can.  Fabulous theological insights far beyond what most people even consider. Should be a must read for every systematic theology class in seminary!,books
634,134,8622,"The Cat in the Hat is amazingly Voom-powered and I'd invite him round to my house anytime!
Long live the Cat in the Hat!",books
635,135,7742,Great Book,books
636,136,4626,"CHARMED LIFE is the first of Dianna Wynne Jones's Chrestomanci Quartet, and is delightfully charming itself, especially because it's such a magical and hilarious work that has an extremely involving plot. Cat and his sister, Gwendolyn, are now living in a vast and immense Castle, Chrestomanci Castle. Gwendolyn herself is a witch, and though she's quite a good one, she gets angry quite easily -- a darkness brews inside her that she can't control, and her spells are powerfully dangerous. When she is angry over the rules she has to put up with in Chrestomanci's Castle, she begins to conjure up many schemes to get rid of Chrestomanci himself once after all. Cat doesn't know how to stop his devious , stronger sister -- already she's gaining to much power, and goodness knows what she can do with her witchcraft ! Cat needs to somehow be brave , but he doesn't have magic in his own blood. That's why it would take more then human powers to stop Gwendolyn's evil ! From magical schemes to destroy everything Gwendolyn despises to a talking upset Dragon who's blood is wanted to a charmed pair of diamond earings that can never get lost by constantly screaming, 'I belong to Caroline Chant!' , Charmed Life is a hilarious and delightfully enjoyable novel that sparks an excellent written expression and humor, never failing to amuse but offer a good scare just as well. Dianna Wynne Jones has written a very charming novel.",books
637,137,2717,For Whom the Bell Tolls is a book about many things. One important message; happiness is not measured by the length of ones life.,books
638,138,8084,"I bought this book on recommendation of a teacher for my teenage son.

He loved it.",books
639,139,5453,"I really liked how captivating this book was.  It was full of action and it was a real thriller. If you don't love scary, creepy, or sad books, this one isn't any of those things. It is tinged with a teensy weeny little tiny bit of each, but it is still a fascinating story of young boys and girls. It is mystical and mythical and a great follow up to The Horse and His Boy. - Rena 8 years old",books
640,140,6917,"The Voyage of the Dawn Treader is a stand out among the books in Lewis' excellent series.  There are several elements in this book that distinguish it from the books that chronologically precede it.  Old characters are put away and new characters (some humans, no less) emerge in importance, there is an absence of a monolithic evil antagonist, and no part of this story actually occurs in ""Narnia.""  Lewis demonstrates a mastery for tension and suspense in this book that is not so apparent in the others, and when reading this one I noticed more moments when my kids' eyes were wide-open with anticipation (e.g., what will happen to Lucy at the end of that strange hallway, what are those threatening invisible thumpers, and will the Dawn Treader ever sail out of the nightmarish blackness?).  At bottom, this is a classic and well-done journey story, in which pilgrims put their lives in a fragile boat and sail into the unknown, first to rescue seven loyal heroes and, eventually, to find the Thing greater than them all (that's Jesus, for the honest reader).  Aslan makes his many usual appearances, with a strengthening of the concept that he is always present and always in control, no matter whether our human characters know it or take comfort in the knowledge.  I don't think it's a spoiler to say that the reader gets to see the Lion revealed as the Lamb in a candid moment.  If you tried The Lion, the Witch, and the Wardrobe, and you are considering trying one more Narnia volume - try this one.",books
641,141,8173,"A really good novel illustrating the potential danger of nanotechnology would be a welcome addition.  Prey is not that novel.
Here's the plot: Somewhere in the Nevada desert, a hi-tech corporation has been experimenting with nanotechnology swarms.  Of course, the little critters get loose and begin evolving into fierce predators.  Jack Foreman, an expert in designing computer programs that mimic the behavior of swarming animals, is called in to deal with the swarm. Jack's wife is a Vice-President at the firm, but she hasn't clued Jack into the big picture.
I won't give it away, but the swarm evolves so rapidly - and unbelievably - it's difficult to sustain belief in the storyline.  Actually, it's impossible.  Adding to the disappointment are B-movie characters that blur into the background, their tracks sinking out of sight in the sand of a sluggish plot.",books
642,142,9627,"I'm not going to over analyze this book for its literary, hidden-meaning, and political incorrectness. Just going to say I loved this book as a child, my kids loved it and now my grandchildren love it.  The illustrations and rhyming dialogue along with a situation kids can relate to make for a clever, entertaining read for kids and adults alike!",books
643,143,6007,this is a good book and it will teach and you will learn and help you figure out what what to do,books
644,144,835,"Nice picture book, but many of the poems are antiquated and so do not hold the interest of little ones today.  Nevertheless it is a sweet book and if your little one enjoys rhymes, you may find this a good purchase.",books
645,145,4303,as described,books
646,146,7214,"I thought it timely, in light of the controversy surrounding another ""End Times"" story, to remark on this most remarkable of C.S. Lewis' Narnia Chronicles.  This satisfying series conclusion illustrates Lewis' brilliant analysis of Biblical prophesy in a touching story children of God can all look to with anticipation (""...Amen. Come, Lord Jesus."" Rev. 22:20b).
This is the story of Armaggedon; the conflict between anti-Christ (anti-Aslan) and the great masses of inhabitants of lost Narnia deceived by him and doomed for eternity versus the ultimate salvation of the few true followers of Aslan to eternal life in His Country, the True Narnia.  The allegory to Scriptural truth is remarkable as illustrated by this most insightful, genius mind of modern-day Christian apologists.
The high point of the story occurs after the destruction of the old world and the lost souls who rejected Aslan, who are dispatched allegorically in Revelations 20, ""lake of fire"" fashion.  The heroes of the story, including all the key players from the earlier Chronicles, are seen trying out their new ""resurrection"" bodies exploring the most beautiful place ever imagined, thrilled to have Aslan with them.  They find after a while that the beautiful country is actually Narnia, the REAL Narnia.  Though the Narnia they knew and loved was perceived most wonderful, it was a mere shadow of the perfect New Narnia, the one that would last forever, always with Him present and providing all the light in the never-ending Day.
For believers in Christ, Lewis has projected a clear picture mortal minds can comprehend of how it might be on that Day.  It is shown through a children's story because that is how we must come to Him; like a child.  ""You must become just like a child to enter the Kingdom of God"".  Jesus said ""let all the little children come to Me"".  In Narnia, those child-like believers were never lost once they found Him, by His grace.  Those who perished were the lovers of the old, decaying, temporary Narnia and were deceived by what their own wills commanded, rejecting and hating Aslan and worshipping the god of their chosing, their own selves.  This is a definitive picture of our fallen world and our fallen culture.  Lewis' work is prescient in describing the condition of the world of today, one in which Jesus could return to at any time, as our prayer pleads from Revelation cited above (but if He tarries, one and all can be sure that He is coming soon; ""soon"" defined as the lifespan of the individual).
One last point on a most poignant scene from the story.  It involves the fierce young Tarkaan warrior Emeth, devoted follower of the vulture-like god of the Calormens, Tash.  As our heroes are exploring the Real Narnia, following Aslan ""further in and further up"", they discover this unlikely believer sitting perplexed under a tree, ""surprised by joy"".  Emeth's story is one that demonstrates man's frequent inability to match his rational and correct thoughts with his often erroneous mental images of said correct thought.  In this case this child of the Light lived bravely demonstrating the fruits of the Spirit in humility, submission and obedience to the true God of everything, the Self-Existant Great I AM.  But his human error was in his vision of what God looked like and not knowing His correct name.  Emeth is somewhat like Helen Keller, who, when ""told"" about Jesus by Anne Sullivan in the eternal darkness, quiet and aloneness of her disability, said ""so that's His name; I know Him"".
The story of Emeth's salvation by grace is much akin to the salvation of the thief on the cross, or like mine.  It doesn't say that ""being good"" gets one into Heaven, as one mistaken reviewer opined.  It does show that a totally surrendered heart turned toward the One true living God in obedience and love will not be turned away, no matter how mistaken one's mental images may be about God. It is a beautiful picture of salvation by faith through His grace and not by works.  God does all the saving; the Holy Spirit teaches us about the true nature of God by His perfect, inerrant Word.  Lewis' picture of Emeth is one all believers should take heart in, realizing it is not our purview to know who God has saved by His sovereign will.  Of course, Emeth's works demonstrated his salvation, even though he was not recognized as a believer.
Emeth's conviction, humility and devotion in this passage continues to bring me to tears.  As Aslan seeks him out in the New Narnia, Emeth is convinced he is about to die.  He has seen Aslan in His Glorious Appearing and is convicted of his sins.  He falls at His feet thinking ""Surely this is the hour of death, for the Lion (who is worthy of all honor) will know that I have served Tash all my days and not him. Nevertheless, it is better to see the Lion and die than to be Tisroc of the world and live and not to have seen Him.""  Read the book to see a most beautiful prosaic illustration of Christ's mercy and grace.
This is an ideal book to read either before or after reading the last of the Left Behind series, Glorious Appearing.  The stories are very similar with the same outcome and the same great Hope.  The self-possessed ""intellectuals"" of the world may guffaw at those who believe in ""Whom"" Lewis and other Christians have assurance.  Most of these ""intellectuals"" are ignorant of Scripture, though some are over-studied yet deluded by their self-enlightenment, hard hearts or pride (see 2 Corinthians 4:4, 2 Thessalonians 2:10-12 for the bottom line, or if you can't get translation from that source, try reading Lewis' definitive study Miracles).
The Chronicles of Narnia are reading for a lifetime.  They should be read by believers as a reminder of how we are to come into His presence.  In Narnia we see the joys of serving Him in the trials and in the triumphs of this life.  In The Last Battle we see the Genius of Revelation as given to Lewis on a plain that even great intellects can embrace if they are willing to ""not harden their hearts"" (Hebrews 3:12-15).  If they are not willing they will get a clear picture of the consequences.",books
647,147,3350,"I enjoyed this book, with reservations. It's an odd blend of (mostly) Buddhist philosophy with the sort of self-help pep talk preferred by corporate go-getters. At times it reminded me of reading the Dalai Lama, at others, a Franklin-Covey leadership session.

The parable is a little facile, and the dialog naive-- but the overall thrust benign and even helpful. It may well be a doorway to a better path for many who read it. If you've never encountered Eastern philosophy before but are already a fan of corporate pep talks, you may find this a real treat.",books
648,148,2410,"This video presentation of the building of the city of Rome is a must for anyone interested in the classics or architecture.

I intend to share it with my Latin classes so that they can appreciate the genius of the Roman civilization. Did you know the Romans invented building arches with cement?

Warmly,

Robert D. Askren,Ph. D.",books
649,149,5203,A classic collection!,books
650,150,2872,"Controversy has swirled around Ernest Hemingway's masterpiece since the day it was published. ""For Whom the Bell Tolls"" was nominated for the Pulitzer Prize in 1941 and the Pulitzer committee agreed unanimously to name the book as the winner of the fiction category. Board president Nicholas Murray Butler, however, overruled the committee on the grounds that he felt the book to be profane and offensive. No award in the fiction category was given that year. The Pulitzer committee, sans Butler, did go on to award Hemingway in 1953 for ""The Old Man and the Sea."" Butler has since been widely criticized for his partisan politics and racial beliefs during his 43 year stint as president of Columbia University. Hemingway also won the Nobel Prize in Literature in 1954.

""For Whom the Bell Tolls"" is Ernest Hemingway's seminal novel of the Spanish Civil War. Beginning in 1937 Hemingway traveled to Spain to cover the war as a reporter. In the years before WWII, Spanish Republicans, backing the established Spanish Republic fought the fascist Nationalist forces of General Francisco Franco. The Republicans received backing from the Soviet Union and various organizations of the Marxist movement, among others. The rising forces of Nazi Germany and Italy backed Franco. The fascists under Franco won. Franco established a dictatorship and then went on to rule Spain with an iron hand until his death in 1975.

It is easy to get hung up on all the politics involved in this book - who is backing which side, etc. Remember the time frame of the book (pre-WWII) and know that the story is essentially human. It is about ideals, loyalty, love, sacrifice, and honor in the face of loss and death. Robert Jordan is an American who joins the guerrillas fighting on the side of the republic as a dynamiter. Jordan's goal is to blow a key bridge right after a Republican attack starts against the Fascists. He meets up with the anti-Fascist cell in the area, which is headquartered in a well-hidden cave. Pilar is the wife of Pablo, who ostensibly is in charge, but Pilar runs the show. Pablo is tired, burned out, and dangerous to the cause after years of war and atrocities committed on both sides, and Pilar takes the reins. While coordinating the attack with the cell Robert Jordan meets and falls in love with Maria, a young woman adopted by the cell after her family is decimated by the fascists and she is raped by their soldiers. Much like the principal characters in ""A Farewell to Arms,"" the wartime romance is accelerated and Jordan undergoes a transformation due to his love for Maria. He begins to question his role in an increasingly futile conflict. He spiritually takes Maria for his wife with hopes and dreams for the future. When it becomes evident that the guerrilla attack will be doomed, Jordan must decide between escaping with Maria or staying true to his ideals and do his duty with honor in the face of impending disaster. The entire story takes place in four days.

I really liked ""For Whom the Bell Tolls."" It gets beyond the politics and the ideologies and more into the nature of war, showing that there is good and bad on both sides of any conflict. Hemingway points out that the best soldiers don't necessarily win a war - the ones with the biggest weapons do. ""To make war all you need is intelligence. But to win you need talent and material."" Other memorable gems from the text include, ""Nothing is done to oneself that one does not accept,"" and ""If you stop complaining and asking for what you never will get, you will have a good life. A good life is not measured by any biblical span."" The apt title itself comes from the John Donne quote, ""...And therefore never send to know for whom the bell tolls; It tolls for thee."" Thus is the nature of any conflict, regardless of the politics involved.  One reason Jordan, an American, is fighting in Spain is because he is concerned with the rise of bigotry and fascism in his own country. This belief is made all the more ironic by the treatment of the book by the Pulitzer committee and Nicholas Murray Butler in 1941, on the very eve of America's entry into WWII against Nazi Germany.

Do not be intimidated by ""For Whom the Bell Tolls."" On the surface it reads like a great adventure story with compelling characters. It is so much more than that, however. As with the very best of novels, its themes and messages are truly timeless, ringing true during the Spanish Civil War, WWII, Vietnam, and today. This is an excellent book, and I recommend it very highly.",books
651,151,311,after all these years it is still a favorite,books
652,152,4163,"This is a truly wonderful book. You are there as they have the adventure and life style others only dream about. I too (as other reviewers have mentioned) read this years ago and, in fact, dropped the authors a note where it reached them in/on the Kalahari ... and they were kind enough to write back. Needless to say that handwritten note is a treasure that remains in my copy of their book which has become a prized possession. Their story is for the serious, the conservationist, the animal-lover, the free spirit and those who believe our purpose here is to give back to the world we live in. This many years later I am still in awe of these two people and their story. Controversies that have arisen in the years since are of interest of course but I don't think they mar what this couple did with their studies and for the elephants. Cry of the Kalahari continues to stand on its own merit.",books
653,153,6612,"As another reviewer pointed out, this is meant to be the second in the series. This edition is the one I had (and still have) as a child. Not quite as gripping as The Lion, The Witch and the Wardrobe, but C.S. Lewis is a genius. Interesting fairy tale on its own, even more interesting to delve deeper and find the religious meaning and symbolism.",books
654,154,3138,Compilation of ideas from a variety of disciplines told in a story format.,books
655,155,8791,Love the story,books
656,156,1590,A little bit annoying. One fish two fish is better,books
657,157,216,"I normally enjoy Mr. Hillerman's works, and have a collection I like to return to over and over. This one, sadly, went straight into the box to go to the used book store. The editing was so horrible as to be a joke. It makes one wonder if his writing has always been this bad, and some UberEditor has been working magic for all these years, or if he was just under a huge rush to meet contractual obligations and couldn't be bothered to actually write a decent book.

It is also disappointing in that the story could have been exceptional, given a bit of care. This is an important issue to all the tribes, but should be just as important as a history lesson to all Americans as an indicator of just how corrupt the American government was in the past, and remains today.

Next time, I will take a little trip to the library before I automatically add the next Hillerman novel to my collection.",books
658,158,6903,"I can't take credit for this review because I read it somewhere before....this series should be read three times during your life.  Once as a child, once while you in your 30's and once when you are elderly.  As pure fantasy, nobody has been able to match the rich story line.  Who would not want to go off into a magical world, have an entire life there and then return the original world and no time has passed.  Great story, interesting characters and a great read!",books
659,159,3157,HAPPY,books
660,160,6548,This boxed set of classics tales of Narnia was intended as a gift and my son and his family were very pleased to receive it.,books
661,161,5450,Great product.,books
662,162,9916,"What a pathetic and banal depiction  of humanity. It's nice to know that anybody with a pea-brain perspective on management can churn out a bestseller; albeit sad to know that the brainless masses buy into it.
Do  yourself a favor and read Napoleon Hill and Carnegie for direction. This  book is horrible.",books
663,163,9635,"Please note that this is an abridged version.  All of the parts with the fish, ""No, no, no said the fish. . . tell that cat.... etc"" are left out in the interests of brevity.  This is a big deal to us as they are some of my sons favorite parts.  He's 14 months, and loves when I say ""NO NO NO!"" .  We have been reading the regular version since he was about 5 months old, and he adores it, though I'l admit that I never try to get all the way through it, which may be why they shortened this version, however, they had to leave out all the fun stuff for little kids to do it, which is after all the point of a board book.",books
664,164,3695,After viewing the TV special I had to get this book. It is excellently written & well worth a read. Lived in Alaska for 20+ years & taken the train to Whitehorse from Skagway a number of times which allows you to view part of original trail.,books
665,165,6075,The first time i read this book i thought it was super boring(i guess i was too young. But a while later i read it again and i really enjoyed it.,books
666,166,5632,Great story! Very magical wardrobe! I loved the book and will read it whenever I get a chance! My stepmom Mary and my dad recommended it to me and I loved the book! I recommend this book to anyone who likes magic!,books
667,167,8033,"The central figure of this ugly, pathetic story is the repulsive and stupid ""Grey"" who, obsessed by the Rape of Nanking by the Japanese in 1937, goes to Japan in search of a lost film documenting the horrors of what was a case of generalized slaughter of the inhabitants of that city. Grey, throughout the book, reveals herself as a semi-savant through her learning of many kanji, although her rapid progress in spoken Japanese seemed far-fetched to me, and also as a social incompetent, a fool (she allowed herself to be gang-banged at the age of 13 and excused it on her ignorance of sex) and utterly insensitive to the extent that she torments the aged Chinese survivor of those distant events to satisfy her own morbid curiosity about what happened. This connects with cannibalism practiced by at least one (and probably more) Japanese soldier and still indulged in by an elderly veteran of the war and now a powerful and feared yakuza boss. For those of you who delight in such grotesque and ugly fables such as The Silence of the Lambs, this book will satisfy the macabre ghouls alive and well within your souls (?), but for any sane and healthy person it is best avoided. There is such a thing as too much ugliness as well as there being a quality known as good taste. If you want to deal with horror and cruelty, take a look at what American foreign policy and military intervention have caused in the way of human suffering and forget the garbage produced by M. Hayder.",books
668,168,4570,"If you can stand an early 20th century look at privilege, gender-stereotype, and dismissive global politics, this is a fine story.",books
669,169,4627,"This book is a wonderfully imaginative tale of an alternate England, mixing Victorian society with the practice of magic.  I first read the book when it was marketed to adults, and loved it then.  The characters of Cat,  his sister Gwendolyn, Janet, and of course Chrestomanci, are all vividly  drawn and come wonderfully to life.
Don't be put off by the YA cover,  this book can be enjoyed by fantasy lovers of any age.",books
670,170,304,Ordered two of these for my great grandchildren. My kids loved this book.,books
671,171,8495,"Crichton's always been one of my favorite authors; I knew I could count on a well-written techno thriller that I couldn't put down.  Unfortunately, this one doesn't deliver.  It's just too darn predictable!
Perhaps starting the book at the end of the story is too much of a giveaway (the novel starts on ""Day 7"" and then recounts the events of the prior 6 days).  Based on the events in the first few pages, you know exactly where the story is going to end when something is revealed halfway through the book.  Being told in the first person doesn't help either.  You know our protagonist is going to survive any of his numerous near-death encounters, as well as many of the other characters who are present in the first few pages.  This of course removes much of the suspense.
This is probably the most predictable novel I've ever read.  Scene after scene, as the road curved ahead, I knew exactly what was around the next bend.  Utterly disappointing in that regard.
Chrichton certainly has a stock formula for most of his ""science-gone-amuck"" novels.  Well-intentioned scientists create something that's going to be fantastic, taking shortcuts and dangerous innovations, the technology goes rogue, people die, the technology is destroyed (or is it?).  This one's ture to that previously successful formula, but again, it disappoints.  The only Chrichton novel (or movie) that disappointed more was ""Congo.""
That said, it's still worth the read.  I did enjoy it, and it's an interesting technology, with some interesting explanations of the problems, both technical and moral that are presented.
The hardcover price is outrageous, but most hardcover prices are outrageous in today's economy.  I'd wait for the paperback, or even the movie, which is sure to be made.",books
672,172,7401,"The contents of this story were amusing (funny!), interesting, ""dreamy"" and amazing! It was a great story, and I actually felt sad coming to the end of the book... not because I didn't have any other books to read at the moment, but because the adventures of Polly and Digory  were ending...",books
673,173,6243,This series of stories by C.S. Lewis are wonderful.  They have a great moral to them.  I let my granddaughters borrow my hard copies so I purchased the set for my Kindle.  Enjoy being transported to Narnia!,books
674,174,4209,Delightful!,books
675,175,2232,"This book provides the same thrill as watching a Rube Goldberg machine in action--or seeing a million dominoes falling consecutively from the push of a tiny finger.

Starting with the sneeze of a little bug, a chain of events takes place that ends in a chaotic parade. The realization that each action is causing something progressively larger builds excitement for the satisfying conclusion (which shows, though doesn't state, that small actions can have big consequences).

I wonder: How many millions of kids will get to hear this exhilerating story because a loving parent with a soft voice read it to their little kid a long, long time ago?",books
676,176,2557,Can't believe I've never read this book. What a masterful job of storytelling. Historical fiction the way it ought to be.,books
677,177,52,Good,books
678,178,9820,"My favorite childrens book all growing up, and still is!",books
679,179,3538,"kids loved it, wacky and engaging.  kids cannot wait to spend some summer camp time with their cousins.  would purchase again",books
680,180,8944,"...I was given this as a gift and did take the time to wade through its moralizing, preachy text.  ""People are Your Most Valuable Assets,"" the authors breathlessly remind us, as if those of us in business are somehow blind to this obvious truth. Its fundamental promise of transforming ones' organization, like that of so many management gurus, rests on the notion that the authors' sheer intelligence and brilliant insights into human nature will transform any organization into a productivity machine. This, as anyone with a real job can tell you, is long, hard work deeply idiosyncratic to the specifics of one industry -- nothing that can be collapsed into a book; certainly not one as thin as this one. Which is not to say that the One Minute Managers is all bad. It paints a wonderful theoretical world where all interpersonal problems can be solved in 59 seconds flat thanks to the fact that the characters are all fictional. It is a terrific daydream. Because that is really what the One Minute Manager, like most fad management books, are about...",books
681,181,6959,"While this wasn't the first book written in the series it is officially the first book and tells you how Narnia began, how the lamp post in the Lion, Witch and the Wardrobe got there in the first place and background on the witch as well.

Digory (I agree with Polly, this IS a funny name!) and his neighbour Polly stumble into Digory's Uncle Andrew's study quite by accident one wet afternoon while trying to explore their row of houses via the attics. Uncle Andrew is a scary figure and frightens them, especially when Polly puts on a beautiful ring he gives her and vanishes into thin air!

Digory goes to get her but they unwittingly return with the witch, who wreaks havoc in their world before they are able to get her back again.

They go to Narnia, which hasn't yet begun but while there Aslan the lion creates Narnia. This really is just the beginning, the book is an important part of the series and I enjoyed reading it.

Highly recommended.",books
682,182,6900,"I think that the real point is being missed by asking whether or not C.S. Lewis was racist. The question is, what is the effect of the books on their target audience; namely children between eight and twelve years of age. What will the impact of reading about the Calormene darkies on a child.

I read these books when I was eight. As was intended I identified with the boys fighting against evil and treachary in the service of Narnia, etc, etc etc. Then in the middle of ""The Last Battle"" I hit the word ""darkies"". And I knew that he was talking about me. There was a sense of betrayal and shame and disbelief. It was a kick in the stomach.

As a eight year old black boy, I had no greater world view, nor a concept of a person being the ""product of his times."" Nor did I understand that he was probably (like it really matters) deriding Arabs and not blacks.

Its not a question of whether or not Lewis was a racist. We and our children will read many books that have some sort of bias. There is no help for it. But this man and this body of work was presented to a child as an embodiment of the worth of our society. A body of work that apparently finds some children worthless. That may or not have been his intent, but such an ambiguous message should not be touted as being so unambiguously Christian or so absolutely moral.

Setting aside religious and racial issues, this is not a well written book.  Its not horrible, but the narration wanders and unlike the earlier novels, there are no clear personalities between characters.  They tend to speak with one voice; that of the narrator.",books
683,183,516,"I gave this as a special gift to a Buddhist nun who lives near me and for 2 years has been building a training monastery. It's been a difficult, sometimes uphill project for her and a few other helpers, but it's coming along now. She read the book out loud during her morning meditation with two other nuns-in-training; they all loved it.",books
684,184,3644,"I didn't hate it but I am not sure it was worth reading.  The ""past lives"" overstory was fine until it went totally hokey (the rape scene).",books
685,185,4491,Wonderful read for all ages! One of my favorite books! Even my daughter and son love it as well! Slightly magical plot and adventurous tale. Will read over and over again! So glad I could find this book free! Will have it for a long time! :),books
686,186,1746,I bought this book because one of my 5 year old granddaughters wanted the book.  She just loves it when I read it to her.,books
687,187,2287,"Just like all Dr. Seuss's books, it was fun.",books
688,188,9785,"I liked this book and it's easy to read style. However I highly recommend purchasing (from Amazon of course) ""The Art of Giving and Receiving Feedback"" by Shirley Poertner, Karen Massetti Miller. I combined the info from the 2 books to give myself a complete system of ""reinforcement"" and ""redirection"" to use (I dislike Blanchard's use of the term reprimand; sounds too harsh and punishment-like). It takes the process a step further than Blanchard by showing what to do if after a ""reprimand"" the employee gives resistance or is confused about the expectations. I highly recommend Blanchard's ""Situational Leadership and the One Minute Manager"". The situational leadership system made my ""lightbulb"" come on.

I am now ready to be the manager I was hoping to learn to be when I first purchased the One Minute Manager book!",books
689,189,2231,"If I could give this book 100 I would.  When my kids were little they loved this book.  Now I am watching a 2 1/2 year old and the only book he wants to read is ""Ka-choo"".  Before we even start to read it he is already telling  me what it says.  If you don't have this book for your kids or grandkids get it.  You won't be disappointed.",books
690,190,3562,"In my line of research, that pertaining to Coast Guard history, we spend a lot of energy studying the history of the people who made the tools that made the heroes: lifeboat builders, line-throwing artillery designers and even signal flare makers. But what about the history of the people who made the tools that made the tools that made the heroes?

As the year 2000 approached, Witold Rybczynski was tasked by an editor with writing about what he felt was the tool of the millennium. He ran through a list of great inventions until he hit upon the screwdriver. Just where did it come from? What were its first practical uses? Back through history he went, through the drudgery of handmade screw manufacturing, the socket-headed screw and even the story of Henry Phillips and his famous Great Depression invention. That's the one that boatbuilders claimed proved to be thirty to sixty percent more effective than any screw they'd used so far. He traces screwdrivers through several languages. In French it's the tournevis. In German, the schraunbendreher.

While the earliest mention of an actual screwdriver is found in fifteenth century literature, the concept of the screw retreats through Roman and even Greek times. The Romans, while they never had screw and screwdriver technology, certainly had bolts, nuts and screw presses. But they stole the idea from Archimedes, the Father of the Screw, in the words of the author.

Where would Coast Guard history have been without the screwdriver and screw? It's an interesting postulation. But had the screw and screwdriver never been invented, the boatbuilders and other engineers that made the tools that made the heroes would never have known what they were missing.",books
691,191,3296,Fun for the little ones as they will repeat as you read until they have it memorized!,books
692,192,9996,Great book,books
693,193,45,"A delightful first time reader book, with delightful photos and repetition.",books
694,194,9891,"Great quality on the cover and pages, got this classic for my niece and she really loves it.",books
695,195,4057,No excess Mumbo jumbo. Adhered to her original publication. Nice sized and font and spacing. And f course. Wonderful story. It's my favorite of all time. Glad I chose this copy.,books
696,196,7827,"I wasn't sure what to expect when I grabbed a copy of Prey. But once I started I could hardly put it down. Crichton built suspense throughout the novel used things that were more obvious to the reader than the characters to help build that suspense. A well crafted voyage on what nanotechnology out of control could look like, and an ending that is very well played.",books
697,197,4736,"A wonderful old-fashioned style tale that sets the stage for The Lion, the Witch & the Wardrobe. Read the series-it will bless you.",books
698,198,384,Bought this for a baby gift.  A classic book about not giving up.  One of my kids favorites.,books
699,199,7561,Good combination of science and horror. I think the writing is good and keeps you on the edge of your seat. Sometimes there's a ramble for a sentence too long on science but still very engaging and thoughtful.,books
700,200,4799,Start here before you move on to the movies.,books
701,201,8731,"Arthur conan doyle has always been a favorite of mine, and especially Sherlock Holmes.",books
702,202,9400,this was a good book but not so well. you see it is weird. but to you it could be awesome.,books
703,203,1136,"These three stories are a wonderful trip for children into an imaginative world, where they learn important lessons, in the most fun way possible.
In the first, `I Can Lick 30 Tigers Today' the character learns that his bravado does not live up to the reality, in `The Glunk that Got Thunk' children learn how insurmountable problems can be solved by working together and keeping a level head, and in `King Loii Katz' children learn a very important lesson:
That sometimes one has to follow ones own conscience and put a stop to the bandwagon. It only takes one to say `ENOUGH'.
Beautifully illustrated, and with a wonderful sense of humour and imagination.",books
704,204,6689,"I bought this set as a gift for a relative.  It arrived quickly, in good shape, and was exactly as advertised.  I'm very pleased with the purchase.  Now, I just need to borrow the books from my nephews and read them myself - they look interesting.",books
